Date,MinTemp,MaxTemp,Rainfall,RainToday,Evaporation,Sunshine,AvgHumidity,AvgPressure,AvgCloud
2/3/2014,21.6,27.3,0.4,No,7,7.1,77.5,1010.5,6
2/4/2014,22.2,29.2,0,No,6.6,12.2,65.5,1007.5,1
2/5/2014,21.9,29.5,0,No,9.8,10.8,69.5,1009.65,2
2/6/2014,21.8,33.5,0,No,10.4,11.8,51,1011.95,0.5
2/7/2014,21.4,28.6,0,No,14.2,12.2,61,1009.15,0.5
2/8/2014,20.9,22.5,0,Yes,9,0,82.5,1011.8,8
2/9/2014,17.9,19.4,3.4,Yes,1.6,0,91.5,1011,8
2/10/2014,16.7,23,5.6,No,2.2,1.5,69,1011.15,7
2/11/2014,17.5,22,0.6,Yes,4,1.1,66,1018.1,7.5
2/12/2014,16.4,20.4,23.2,Yes,5.4,0,88,1025.2,8
2/13/2014,17,21.2,19.6,Yes,4.4,0,66.5,1021.05,8
2/14/2014,16.5,23.3,25.6,Yes,2.4,0.2,77,1014.3,8
2/15/2014,18.6,25,16.4,Yes,4.8,6.4,72,1017.7,7
2/16/2014,19.4,22.9,3.8,Yes,7.4,0,70.5,1016.2,8
2/17/2014,19.4,26.6,24.6,Yes,3.2,7.1,77.5,1009.15,7
2/18/2014,18.9,28.4,1.4,No,3.6,11.4,67,1006.5,3.5
2/19/2014,20.3,26.1,0,No,7.8,9.6,73,1010.9,4
2/20/2014,21.9,24.4,0,Yes,6.4,0.3,76.5,1013.25,8
2/21/2014,20.3,24.9,2.2,No,2.4,6.3,64.5,1018.05,5.5
2/22/2014,19.6,27,0,No,4.6,5.3,70.5,1014.95,6
2/23/2014,19.9,30.5,0.8,No,5.4,10.7,69.5,1013.65,0.5
2/24/2014,21.1,26.4,0,No,7,7,73,1015.65,6
2/25/2014,19.6,24.6,0,No,7.6,6.8,66,1019.55,6.5
2/26/2014,17.5,23.5,0,No,6,5.6,64,1017.05,5.5
2/27/2014,17.5,25.4,0,No,4.8,5.6,65.5,1008.2,5.5
2/28/2014,20.5,25.7,0,No,6.8,10,65,1010.75,7
3/1/2014,21.8,25.5,0,No,6,9,65.5,1015.9,6
3/2/2014,20.8,26.9,0,No,6.8,6.9,58,1016.6,7
3/3/2014,22.5,25.1,0,No,7.6,0.5,61,1008.25,7
3/4/2014,16.8,24.6,0,No,5,11,38,1009.05,1
3/5/2014,14.4,23.6,0,No,7.8,9.8,57.5,1012.4,1
3/6/2014,17.7,26.3,0,No,4.8,9.2,67.5,1013,2
3/7/2014,20.2,25.3,0,Yes,5,4.1,78.5,1018.25,6
3/8/2014,18.2,24.5,36.8,No,2,4.4,81.5,1021.3,7
3/9/2014,19.1,24.5,0.6,No,3.6,6.7,59.5,1021.65,5.5
3/10/2014,20.2,23.4,0,Yes,6.2,1.8,64.5,1023.25,5
3/11/2014,18.2,25.3,1.2,No,5,9.8,72,1021.65,2
3/12/2014,19.6,25.5,0,No,6.4,2.2,80.5,1017.4,7
3/13/2014,19.9,27.2,0,Yes,4,6.4,73,1012.4,4.5
3/14/2014,19.2,27.4,17,No,8.4,6.6,71,1009.25,2.5
3/15/2014,16.1,26.8,0.4,No,6.8,10.8,35.5,1009.95,0.5
3/16/2014,15.9,25.7,0,No,6.1,11,47.5,1012.95,1
3/17/2014,17.1,24.5,0,No,5.4,10.1,62,1017.55,1
3/18/2014,17.5,27.7,0,No,6,9.7,71.5,1015.2,4.5
3/19/2014,19.9,26.1,0,No,6.2,8.6,74.5,1017,1.5
3/20/2014,19.6,25.3,0,No,6.2,8.7,70.5,1018.05,3
3/21/2014,17.6,26.7,0,No,5.6,8.4,70,1016.5,3
3/22/2014,19.5,25.7,0.2,No,8,10.2,63.5,1016.1,4.5
3/23/2014,20.5,26.1,0,No,5.8,10.8,63,1017.1,2
3/24/2014,20.8,26,0,Yes,7,8,64.5,1018.6,4
3/25/2014,20.5,26.6,1.4,No,5.2,7.6,64,1018.05,5
3/26/2014,20.6,23.5,0.4,No,5.8,4.8,64,1023.8,6.5
3/27/2014,16.4,23.5,0,No,4.4,10.8,67,1024.3,2
3/28/2014,16.1,24.4,0,No,6.6,9.4,71.5,1022.65,5
3/29/2014,18.6,26.2,0,Yes,4,6.7,65.5,1023.2,4
3/30/2014,19.8,22.5,2.6,Yes,6,0,87.5,1021.1,8
3/31/2014,18.4,24.7,46,Yes,5,2.3,83,1021.05,7.5
4/1/2014,19.6,24.7,11.4,Yes,3.8,2.4,83,1022.55,7.5
4/2/2014,20.1,25.1,5,Yes,2.6,7.9,82.5,1019,5.5
4/3/2014,18.3,20.8,3,No,4.2,1.4,71,1018.45,7.5
4/4/2014,17.1,22.8,0,No,5.6,8,69.5,1017.25,6
4/5/2014,17,21.1,0.2,No,3.4,6.9,64,1020.05,5
4/6/2014,16.3,21.3,0.2,No,5.8,7.7,61,1025,5
4/7/2014,12.8,22.4,0,No,5.6,9.3,62.5,1025.9,3
4/8/2014,15.1,23.2,0,No,2.8,8.4,65,1023.9,2
4/9/2014,14.7,22.7,0,No,4,8.3,73,1022.3,4.5
4/10/2014,17.4,23.8,0,No,3.2,0.8,74.5,1024.2,7
4/11/2014,20.4,22.6,0,Yes,3.6,0.1,81.5,1020.9,8
4/12/2014,17.6,26.9,48,No,4.8,7.8,79.5,1013.15,5.5
4/13/2014,16.1,29.3,0.2,No,5,10,47.5,1009,0.5
4/14/2014,14.9,24.1,0,No,10,9.8,40.5,1013.45,0.5
4/15/2014,13.5,24.1,0,No,4.8,10.3,53.5,1016.1,0.5
4/16/2014,14.2,22.8,0,Yes,5.2,7.9,61,1019.05,3
4/17/2014,15.8,22.5,13.4,Yes,3.4,8.3,76.5,1018.9,6.5
4/18/2014,15.9,21.4,9,No,7,2.9,59.5,1019.8,7
4/19/2014,16.4,22.1,0.6,Yes,5.4,5,61.5,1022.05,6
4/20/2014,16,22.7,6.8,Yes,3.4,7.7,75,1023.4,7
4/21/2014,14.7,21.6,2,No,4.2,6.3,73.5,1020,4
4/22/2014,13.1,24.7,0,No,2,9,69,1009.65,6.5
4/23/2014,16.3,23.9,0.4,No,5.4,10.3,46,1003.4,2
4/24/2014,16.7,20.2,0,No,6.8,9.2,38,1003.1,2
4/25/2014,11.2,18.7,0,No,7.2,9.9,34.5,1012.85,1.5
4/26/2014,11.8,21.9,0,No,4,10.5,42,1015.2,1.5
4/27/2014,10.2,17.6,0,Yes,4.6,2.4,61,1020.9,7
4/28/2014,11,17.4,6.2,Yes,2.4,2.7,90,1020.45,7
4/29/2014,10.2,22.5,5.6,No,3,10.3,64.5,1022.75,4
4/30/2014,10.9,22,0,Yes,2.2,9.4,58.5,1023.9,1.5
5/1/2014,11.4,20.5,13,No,3.6,7,73,1026.65,3
5/2/2014,12.1,23.3,0,Yes,3.2,10,68.5,1027,1
5/3/2014,14,21,1.2,No,1.8,4.2,73.5,1029.5,6
5/4/2014,12.9,22.9,0.8,No,3.2,9.7,76.5,1026,1.5
5/5/2014,12,22.7,0,No,4,10.2,55.5,1023,1
5/6/2014,12.3,20.9,0,No,2.6,9.5,66,1026.25,1.5
5/7/2014,11.1,22.8,0,No,4.4,9.8,60,1022.3,1
5/8/2014,13,20.1,0.8,Yes,3.4,3.4,66,1024.1,6
5/9/2014,11.8,18.9,1.4,No,3.4,6.4,64.5,1023.8,5.5
5/10/2014,9.6,20.1,0,No,2.6,5.5,64.5,1019.85,3.5
5/11/2014,10.4,21.3,0,No,1.6,9.7,59.5,1014.8,1
5/12/2014,11.1,21.5,0,No,2.6,10.1,40.5,1011.6,1
5/13/2014,12.4,21.7,0,No,6.2,8.7,46,1011.25,1.5
5/14/2014,14.2,21.7,0,No,5,7.8,43.5,1008.15,7
5/15/2014,11.4,20.7,0,No,4.8,9.7,52,1018.2,1
5/16/2014,10.5,20.9,0,Yes,2.6,5.2,63,1024.5,4
5/17/2014,13,21.4,2.6,Yes,2.4,4.4,72,1022.95,6
5/18/2014,14.5,21.2,20.2,Yes,4.4,3,65,1021.1,7
5/19/2014,14.8,19.7,27.2,Yes,1.8,0.2,57.5,1022.95,7
5/20/2014,15.6,19.6,4.6,Yes,6.6,0,72,1022.2,8
5/21/2014,15.4,20.8,17.6,Yes,5,6,73,1023.45,6.5
5/22/2014,17.4,21.3,1.6,No,4.4,7.4,50,1026.1,5
5/23/2014,13.6,20.3,0,No,3.6,2.2,71.5,1024.5,7
5/24/2014,12.8,23.4,0,No,0.6,8.4,73,1020.6,1
5/25/2014,13.9,16.9,0,Yes,3,0.1,87,1019.4,7.5
5/26/2014,12,19.2,3.6,No,0.4,7.7,82,1020.8,4
5/27/2014,11.4,17.5,0,Yes,2.4,6.1,65,1022.8,5
5/28/2014,9.9,16.5,15,Yes,4.6,4,80,1027.65,7
5/29/2014,11.6,18.8,10.6,No,1.2,2.8,76.5,1032.6,6.5
5/30/2014,13.1,16.8,0.6,No,3,0,75,1031.65,7.5
5/31/2014,12.5,19.1,0,Yes,1.2,3.4,79.5,1028.6,7
6/1/2014,13.7,18.5,8,Yes,2.8,0.1,88,1024.1,7.5
6/2/2014,13.1,17,10.4,No,0,0.6,91.5,1018.75,7
6/3/2014,13.1,18.5,0.6,No,1,3.5,74,1013.55,5
6/4/2014,9.3,19,0,No,2.2,9.8,58,1012.1,1
6/5/2014,10.7,19.8,0.2,No,3.8,6.6,61,1006.5,4.5
6/6/2014,11.4,19.2,0,No,3.2,9,48.5,1008.55,2
6/7/2014,10,16.2,0,No,2.6,6,53,1009.9,5
6/8/2014,9.7,14.2,0,No,4.4,9.6,34.5,1012.35,1
6/9/2014,6.1,15.8,0,No,4,9.8,38,1019.55,1
6/10/2014,6.2,17.1,0,No,3,9.4,54,1022.25,4
6/11/2014,7.8,18.5,0,No,2.6,4.6,55,1015.85,7
6/12/2014,9.4,15.6,0,Yes,3.4,0.3,67.5,1013.2,7
6/13/2014,8.2,19.8,1.2,No,0.8,8.6,59.5,1011.85,2
6/14/2014,9.2,16.3,0.6,Yes,3,0.5,84.5,1019,6.5
6/15/2014,10.5,15.6,29.8,Yes,0.8,3.3,89.5,1027.05,6.5
6/16/2014,10.1,15.4,7.8,Yes,1,3.3,90,1029.05,7
6/17/2014,9.2,18,23.6,No,1.4,7.2,70.5,1029.1,5.5
6/18/2014,10.9,16,0.2,Yes,3.8,0.6,91,1026.3,7
6/19/2014,11.7,19.1,31.8,Yes,0.6,1.9,87.5,1022.3,7
6/20/2014,14.1,21,12.2,No,1.8,6.7,77.5,1019,4.5
6/21/2014,10.1,19.6,0,No,1.6,9.5,74.5,1018.3,1
6/22/2014,9.1,18.9,0,No,1.4,6.3,67.5,1012.95,4
6/23/2014,8.7,16.9,0,No,2.2,6.5,59.5,1013.4,6.5
6/24/2014,8.7,18.6,0,No,1.8,8.8,63.5,1010.95,5
6/25/2014,9.4,15.8,0,No,2.2,0.2,81.5,1006.75,7
6/26/2014,10.4,18.7,0,Yes,2.2,5.3,70,1005.4,5
6/27/2014,9.6,20.7,2.8,No,2,9.8,57,1011.3,1
6/28/2014,12.3,19.9,0,No,1.4,2.2,60,1010.7,5
6/29/2014,15.7,21.2,0,No,4,8.6,44,1004.95,1
6/30/2014,11,18.9,0,No,4.8,8.4,43.5,1007.15,1
7/1/2014,11.1,16.2,0,No,5.6,9.4,45.5,1003.75,2.5
7/2/2014,8.5,17.1,0,No,3.8,9.8,46.5,1011.8,1
7/3/2014,10.1,18.1,0,No,3,9.8,43,1016.4,1.5
7/4/2014,6.2,15.7,0,No,3,6.5,61,1019.3,6
7/5/2014,7.5,15.1,0.6,Yes,2.6,3.9,70.5,1024.55,6.5
7/6/2014,8.6,16.8,13.8,Yes,2.6,3.2,78.5,1028.9,6.5
7/7/2014,9.1,17.6,6.2,Yes,0.4,4.4,79.5,1029.7,6
7/8/2014,9.5,18.6,8.8,No,1.8,8.4,81,1026.4,5.5
7/9/2014,9.1,16.4,0,No,2,3.6,76,1020.6,7
7/10/2014,10.3,16.8,0,No,1.4,2.3,68,1012,6.5
7/11/2014,11.6,17.4,0.2,No,2.4,2.8,60,1006.7,6
7/12/2014,10.2,17.2,0,No,3.2,9.7,51,1005.9,1
7/13/2014,6.7,17.3,0,No,2.6,6.9,60.5,1009.15,3.5
7/14/2014,8.1,16.5,0,Yes,2,2.5,62.5,1011.3,6.5
7/15/2014,9.2,15.8,7,No,3.2,4.5,69.5,1019.2,4.5
7/16/2014,8,18.6,0,No,3,9.8,63,1020.45,1
7/17/2014,8,19.9,0,No,2.2,9.4,51.5,1020.15,1.5
7/18/2014,8.2,21.3,0,No,2.6,10,53,1022.75,0
7/19/2014,8.8,23.4,0,No,5.4,10,55.5,1018.45,0.5
7/20/2014,11.2,24.7,0,Yes,4.8,8,46.5,1008.45,3
7/21/2014,11.4,18.3,3.6,No,5.6,8.1,52,1013.6,2.5
7/22/2014,8.4,17.5,0.6,No,2.2,9.4,56.5,1025.3,1.5
7/23/2014,7.6,18.6,0,No,1.8,9.9,67.5,1024.1,0.5
7/24/2014,8.9,15.3,0,Yes,5.8,0.3,75.5,1016.65,7.5
7/25/2014,8.3,18.9,12.2,No,0.4,9,53,1015.85,1
7/26/2014,8.1,18.7,0,No,3.6,10,50.5,1021.35,1
7/27/2014,9.5,19.5,0,No,2.2,9.1,51,1023.3,3
7/28/2014,8.5,18.9,0,No,4,9.5,52,1021.85,1
7/29/2014,9.2,19.7,0,No,3,8.5,52,1018.95,3.5
7/30/2014,9.2,19.2,0,No,3.8,10.2,46.5,1023.4,0.5
7/31/2014,7.9,19.2,0,No,4,10.1,54.5,1025.2,1
8/1/2014,8.3,20.5,0,No,4,8.8,43.5,1019.95,4.5
8/2/2014,10,19.8,0,No,3.2,5.1,51.5,1019.55,5
8/3/2014,7.6,19.3,0,No,2.8,9.9,54.5,1021.6,2.5
8/4/2014,8,19.5,0,No,2,9.2,64,1021.4,5
8/5/2014,11,23.5,0,No,4.8,8.9,34,1012.6,3.5
8/6/2014,7.8,16.8,0,No,6.4,9.9,43.5,1022.1,1.5
8/7/2014,5.9,16.8,0,No,2.6,8.4,62.5,1019.35,3.5
8/8/2014,6.8,16.3,0,No,1.8,4.1,68,1018.4,7.5
8/9/2014,9.1,16.8,0,Yes,1.2,2.4,72.5,1014.4,6.5
8/10/2014,8.9,19.8,4.2,No,1.6,9.7,54.5,1011,4
8/11/2014,9,21,0,No,5.4,10.2,49,1012.9,0.5
8/12/2014,10.8,21,0,No,3,9.9,61.5,1017.8,2
8/13/2014,8.7,22.1,0,No,3.2,10.5,56,1017.9,0
8/14/2014,9.4,25.7,0,No,2,10.2,46.5,1012.35,1.5
8/15/2014,13,22.9,0,No,8,10.2,28.5,1013.55,0.5
8/16/2014,9,18.9,0,No,6.2,10.4,46.5,1027.15,1
8/17/2014,7.8,17.9,0,No,4.2,10.4,60,1025.45,0.5
8/18/2014,9.9,21.1,0,No,2.8,4.9,66,1016.85,4.5
8/19/2014,11.1,25,0,No,4,4.8,40,1005.65,4
8/20/2014,14.5,20.8,0,No,7,6.3,49,1011.3,4.5
8/21/2014,13.3,25.1,0,No,3.6,10.2,57.5,1009.9,1.5
8/22/2014,17,23.9,0,Yes,5.6,3.5,53,1006,5
8/23/2014,15.6,20.2,1.6,No,5,10.5,27.5,1006.95,1
8/24/2014,12,21.6,0,No,8.4,10.9,26,1011.95,0
8/25/2014,11.3,20.9,0,No,6,11,40.5,1015.55,0
8/26/2014,10.6,24.8,0,No,3.2,10.2,32.5,1014.75,0.5
8/27/2014,14.8,25.7,0,No,9.2,5.2,55,1003.9,6
8/28/2014,13.7,19.5,0.2,No,9.2,10.9,28.5,1011,1
8/29/2014,9.2,21.5,0,No,6,10.9,35,1015.7,1
8/30/2014,11.1,22,0,No,4.2,10.7,42.5,1020.6,1
8/31/2014,9.7,18.7,0,No,3.8,10.9,59,1023.25,0.5
9/1/2014,12,21.1,0,Yes,4.6,4.7,82,1019.8,5.5
9/2/2014,14.7,25.3,6,No,1.8,6.9,62,1012.4,6
9/3/2014,14.7,21.2,0,No,6.4,10.2,35.5,1015.6,1.5
9/4/2014,10.4,18.2,0,No,3.8,10,55.5,1016.45,2
9/5/2014,13.5,19.9,0,Yes,5.4,2.1,65.5,1004.65,6.5
9/6/2014,11.6,21.1,5.4,No,3.6,8.3,56,1007.9,3.5
9/7/2014,10.3,20.8,0.2,No,3.6,11.2,41,1009.5,2
9/8/2014,10,22.2,0,No,5,10.9,41.5,1014.9,1
9/9/2014,9.5,22.4,0,No,5,10.7,48.5,1021,0.5
9/10/2014,11,28.5,0,No,6,10.9,38,1020.8,0
9/11/2014,17.3,32.2,0,No,8.2,10.9,20.5,1017.55,0
9/12/2014,18.1,19.7,0,No,7.4,6.2,65,1021.55,5.5
9/13/2014,15.4,20.4,0,No,6.4,6.9,71.5,1018.9,6.5
9/14/2014,15.6,22.2,0,No,3.4,0,79.5,1021.35,7.5
9/15/2014,14.7,32.1,0,No,1.6,7.6,46.5,1013.55,4
9/16/2014,19,23.5,0,No,10.4,10.2,47,1018.15,2
9/17/2014,13.1,20.8,0,No,5.4,9.7,63,1016.1,2
9/18/2014,13.8,24.7,0,No,5.8,8.5,39.5,1012.85,5
9/19/2014,15.7,25.8,0,No,8.2,8.1,68,1013.35,5.5
9/20/2014,17.1,31.7,0,Yes,3.4,8.2,39.5,1000.55,0.5
9/21/2014,17,21.8,4.4,No,11.2,8,38,997.3,6
9/22/2014,15.1,25,0,No,7.6,11.3,31,1010.85,1
9/23/2014,13.5,25.4,0,No,8,11.2,34.5,1010.25,0
9/24/2014,17.1,19.6,0,No,11.2,9,21.5,1004.4,2
9/25/2014,10.1,17.2,0,No,8,10.8,26.5,1005.25,2
9/26/2014,11,21.4,0,No,8.2,7.8,35,1006.6,2
9/27/2014,11.4,21,0,No,4,11.1,43.5,1012.95,1.5
9/28/2014,10.9,25.6,0,No,5.4,11,45.5,1015.15,2.5
9/29/2014,14.9,33.1,0,No,7,10.8,15.5,1010.55,2
9/30/2014,16.5,20.7,0,Yes,10.2,0.5,70,1011.7,7.5
10/1/2014,13.6,15.2,12.6,Yes,3,0,90,1013,8
10/2/2014,12.9,17,38.2,Yes,2.4,0,74.5,1020.65,7.5
10/3/2014,13.1,20.2,3.4,Yes,1.8,2.2,78,1018.7,7
10/4/2014,11.5,19.6,6.6,Yes,2.6,6.4,70.5,1018.65,5
10/5/2014,10.6,19.3,7,Yes,3.6,8.8,40,1012.75,3
10/6/2014,10.5,17.5,2.2,No,6.8,7.4,48.5,1018.95,5.5
10/7/2014,9.6,17.1,0,Yes,5.2,4.7,70.5,1025.7,5.5
10/8/2014,8.9,18.6,24.4,Yes,3.4,6.7,71.5,1028.5,5.5
10/9/2014,11.8,19.3,2.2,No,3.4,6.7,74,1022.5,7
10/10/2014,11.3,22.6,0,No,4.8,4.7,62,1009.1,5
10/11/2014,17,24.5,0,No,5,11.2,29.5,1000.35,1.5
10/12/2014,15.2,22.1,0,No,11.2,8.9,35,1000.7,3
10/13/2014,13.8,23,0,No,7.6,10,37,1007.3,6.5
10/14/2014,11.8,21.2,0,No,7.4,12.1,30.5,1011.9,1.5
10/15/2014,11.6,21.2,0,Yes,8,12.2,48,1020.7,1
10/16/2014,13.8,18.8,7,No,5.8,7.9,70.5,1026.35,4.5
10/17/2014,12.4,20.8,1,No,4.4,12.2,64,1025.9,1
10/18/2014,14.3,23,0,No,5.8,12.1,66.5,1021.1,0
10/19/2014,15.6,34.6,0,No,7.6,11.6,36,1018.3,2
10/20/2014,17.9,21.3,0,No,9.4,1.2,65,1023.75,7.5
10/21/2014,17.5,22.9,0,No,5,11.1,68,1017.3,2
10/22/2014,16.8,22.1,0,No,7,9.2,59.5,1017.9,2.5
10/23/2014,17.9,20.9,0,Yes,5.6,1.1,83,1015.85,7.5
10/24/2014,14.4,17,73.2,Yes,4.8,0,75.5,1024.5,8
10/25/2014,14.7,18.8,1.4,No,3.8,0,57,1028.6,8
10/26/2014,17.3,23.4,0,No,4,9.8,69,1021.9,3
10/27/2014,18.7,22.8,0,No,7.4,10.3,72.5,1024.3,3.5
10/28/2014,16.9,24.2,0,No,8,10.1,60,1022.2,1
10/29/2014,18.8,26,0,No,7,6.9,75,1019.25,7.5
10/30/2014,18.9,36.9,0,No,6.2,11,45.5,1009.25,6
10/31/2014,19.4,19.9,0,No,13.2,0,73.5,1016.7,8
11/1/2014,16.9,19.8,0,Yes,2.2,1.1,71.5,1021.4,7
11/2/2014,16.7,21.3,1.4,Yes,3,0.8,61.5,1027.35,7
11/3/2014,17.2,22.9,4.2,No,4.2,6.2,64.5,1030.25,6
11/4/2014,19.1,21.9,0,No,6.4,0.7,82,1029.75,8
11/5/2014,19.1,23.2,0.8,No,2.6,11,69,1025.6,3.5
11/6/2014,15.9,23.9,0,No,5.4,12.8,57.5,1021.25,0.5
11/7/2014,15.4,23.9,0,No,10.2,12.4,69,1021.95,1
11/8/2014,16.6,26.7,0,Yes,6.8,11.2,62,1016.7,3
11/9/2014,19.5,23,4,No,8.8,9.7,63,1019.65,5.5
11/10/2014,15,24.3,0.2,No,6.2,12.6,61,1013.9,2
11/11/2014,18.5,25.1,0,No,8.8,9.3,68.5,1011.9,4.5
11/12/2014,18.7,27.6,0,Yes,6.4,10.3,67,1005.4,6
11/13/2014,19.4,23.6,1.4,No,8.8,5,60,1009.2,7
11/14/2014,17.8,23.8,0,No,7.2,6.6,61.5,1011.75,4.5
11/15/2014,18.4,26.5,0,No,8,10.6,66.5,1009.75,3
11/16/2014,21,33.2,0,No,8.8,7.6,61.5,1007.75,4
11/17/2014,22,31.5,0,No,12.4,10.3,50.5,1008.2,7
11/18/2014,21.2,40.4,0,No,7.4,6,47,1003.25,6.5
11/19/2014,19.9,22.8,0,No,13.4,0.3,65,1021.8,7.5
11/20/2014,18.1,21.5,0,No,5.2,2.1,79,1025.25,8
11/21/2014,18.3,25,0.2,No,3,12.2,78,1020.35,1
11/22/2014,21.3,26.6,0,No,7.8,8.4,73.5,1014.35,4
11/23/2014,21.3,33.2,1,No,7.8,12.4,45.5,1008.4,1
11/24/2014,21.1,29.3,0,No,12.8,9.5,57,1003.3,3
11/25/2014,19.5,30.5,0,No,10.6,12.4,24,999.8,2.5
11/26/2014,18.1,23.1,0,Yes,11.8,3.9,58,1008.65,5.5
11/27/2014,14.3,21.2,4.4,Yes,6.4,9.6,58.5,1016.75,3.5
11/28/2014,13.5,22.6,10.2,No,6.4,11.2,56.5,1021.85,4.5
11/29/2014,15.2,22.6,0,No,6.8,12.9,55,1020.25,1
11/30/2014,17.3,24.4,0,No,8,12.5,65,1015.6,2.5
12/1/2014,18.2,23.4,0,No,9.8,6.5,61.5,1013.9,6.5
12/2/2014,18.7,25.6,0,No,6.2,10.5,59.5,1016.15,3
12/3/2014,21.7,28.5,0,No,8.2,11.1,64.5,1009.6,1.5
12/4/2014,20.1,27.6,0,No,10.2,8.8,69,1004.95,5
12/5/2014,18.4,24,0.6,No,8.2,9.8,67.5,1010.65,5.5
12/6/2014,19.2,28.8,0,No,7.8,1.2,72.5,1008.5,8
12/7/2014,19.9,28.8,0,No,7,12.9,30,1012.9,1.5
12/8/2014,16.9,27.1,0,No,11.4,13,56,1016.35,1
12/9/2014,20.3,27.4,0,No,8.4,11.1,64.5,1015.75,2
12/10/2014,20,24.3,0,No,9,0,70.5,1021.15,7.5
12/11/2014,19.1,24.5,0,No,4.8,4.3,60.5,1021.4,6.5
12/12/2014,21.7,26.5,0,No,9.2,10.6,72,1018.2,2.5
12/13/2014,21.5,32,0,Yes,10.4,11.6,61,1011.1,2.5
12/14/2014,20.2,21.4,5.4,Yes,13.6,0,85,1015.4,8
12/15/2014,16.9,28.9,8,No,3.8,10,52,1014.5,0
12/16/2014,19.6,22.5,0,No,10.2,0,60.5,1020.5,8
12/17/2014,19.9,24.9,0,No,4.4,9.7,64.5,1014.75,5
12/18/2014,19.7,29.4,0,No,9,12,55.5,1010.6,4
12/19/2014,17.7,20.2,12,Yes,2.8,0,88,1016.3,8
12/20/2014,17.7,22.9,4.8,Yes,1.8,0,86,1017,8
12/21/2014,20.1,23.1,16,Yes,2.6,1.4,90,1015.1,7.5
12/22/2014,19.8,26.1,5.4,No,2.4,11.9,62,1021.3,2.5
12/23/2014,19.8,25.2,0,No,8.6,12.8,61.5,1024.05,4.5
12/24/2014,20.1,24.8,0,No,8,2,87.5,1019.05,8
12/25/2014,20.9,29.3,0.4,No,2.8,1.1,70,1012.15,7.5
12/26/2014,23.3,30.7,0,Yes,6.8,4.8,74.5,1006.7,7
12/27/2014,18.9,21.5,8.6,No,7,0,77,1015.65,8
12/28/2014,18.2,23.9,1,No,2.4,2.8,61,1019.85,7
12/29/2014,18.3,26.1,0.2,No,4.6,10.4,62,1016.35,1.5
12/30/2014,21.8,27.6,0,No,8.4,9.5,77,1014.85,6
12/31/2014,20.8,24.9,0,No,8,0.8,62.5,1017.85,8
1/1/2015,20.9,25.6,0.4,No,6,7.7,62.5,1020.7,4.5
1/2/2015,20.8,32.4,0,No,5.4,13.2,63.5,1016.3,2
1/3/2015,24.1,30,0,No,11,12.7,60.5,1015.75,1.5
1/4/2015,22.1,25.8,0,No,8.6,7.8,62,1017.75,4.5
1/5/2015,23,30.3,0,No,8.8,9.4,71,1010.75,4
1/6/2015,23.7,27.7,0.2,Yes,9.2,8.8,66.5,1010.95,3.5
1/7/2015,19.5,22.9,13,No,7.8,0.2,82.5,1017.65,8
1/8/2015,19,25.1,0.2,No,3.8,3,78.5,1018.05,7.5
1/9/2015,21.7,25.9,0.2,No,5.4,4.8,67.5,1011.8,6.5
1/10/2015,20.3,27.3,0,No,6.6,10.3,66,1003.6,5
1/11/2015,16.7,25.7,0,No,8,13,34.5,1002.7,1.5
1/12/2015,15.6,26.8,0,No,10,13.3,35,1008.45,1
1/13/2015,17.4,28.9,0,No,10.4,13,37.5,1009.1,0
1/14/2015,19.5,27.4,0,No,9,12.8,66,1010.35,2.5
1/15/2015,22.6,32.6,0,No,8.2,9.6,70.5,1011.2,2.5
1/16/2015,25,41.3,0,Yes,13.4,5.6,22.5,1006.6,5
1/17/2015,18.4,23,6.2,No,8.6,0.1,79,1015.4,8
1/18/2015,19.5,26.1,0.4,No,3.6,2.8,75,1013.3,7.5
1/19/2015,22.3,29,0,No,4,8.6,76,1009.05,4.5
1/20/2015,22.9,27.1,0,No,6.2,4.6,75,1014.35,8
1/21/2015,22.2,26.6,0,Yes,4.8,1.8,80.5,1010.8,8
1/22/2015,19.6,30.2,2.6,Yes,3.4,9.5,67,1009.3,1
1/23/2015,20.5,27.3,2.6,No,6.4,7,74,1018.25,7.5
1/24/2015,21.5,26.6,0,No,5.4,9.2,72.5,1015.65,6.5
1/25/2015,22.6,27.7,0,No,7.8,7.9,69.5,1016,6.5
1/26/2015,22.7,27.7,0.6,Yes,8,9.8,60.5,1017.1,6.5
1/27/2015,21.4,27.3,23.4,Yes,6.4,7.3,78,1014.6,5.5
1/28/2015,21.9,27.2,3.4,Yes,6,3.9,79.5,1012.6,7
1/29/2015,23.1,26.5,4,Yes,4.8,3,83.5,1009.45,7
1/30/2015,20.5,22.4,31.2,Yes,5,0,95,1015.95,7.5
1/31/2015,20.2,25,77.4,Yes,7.4,0.2,90.5,1021.2,7.5
2/1/2015,21,27.6,3.4,No,1.8,2.3,73,1022.4,7.5
2/2/2015,22.8,27.6,0,No,5.8,9.9,74,1022.1,4.5
2/3/2015,21.7,27.9,0.4,No,5.8,10.1,66.5,1019.1,2
2/4/2015,21.4,28.2,0,No,8.8,6.9,65.5,1015.3,2
2/5/2015,23.9,37.8,0,Yes,9,9.8,51.5,1007.1,6.5
2/6/2015,21.4,25.5,70,Yes,9.4,0.3,86,1011.05,8
2/7/2015,22.1,26.4,10,Yes,2,1.4,91.5,1005.9,7.5
